from_stop_id,to_stop_id,transfer_type,min_transfer_time
"8290B571151","8290B5710501","2","0"
"8290B5710501","8290B571151","2","0"
"8270B3511602","8270B3511601","2","0"
"8270B3511601","8270B3511602","2","0"
"8270B136101","8270B3510301","2","0"
"8270B3510301","8270B136101","2","0"
"8290B131141","8290B104421","2","0"
"8250DB005128","8250DB007362","2","120"
"8250DB005128","8250B1063501","2","0"
"8250DB000459","8250DB002076","2","0"
"8250DB000459","8250DB000443","2","462"
"8250DB000459","8250DB000454","2","462"
"8250DB002076","8250DB000459","2","0"
"8250DB002076","8250DB000443","2","462"
"8250DB002076","8250DB000454","2","462"
"8250DB005105","8250DB003094","2","0"
"8250DB003094","8250DB005105","2","0"
"8250DB006007","8250DB006006","2","0"
"8250DB006006","8250DB006007","2","0"
"8250DB006041","8250DB002825","2","0"
"8250DB002825","8250DB006041","2","0"
"8250DB005143","8250DB002833","2","120"
"8250DB005143","8250DB002836","2","120"
"8250DB005143","8250DB004349","2","0"
"8250DB005168","8250DB003273","2","60"
"8250DB005171","8250DB002975","2","0"
"8250DB002975","8250DB005171","2","0"
"8250DB002892","8250DB005032","2","0"
"8250DB002892","8250DB002823","2","348"
"8250DB002892","8250DB002893","2","348"
"8250DB005032","8250DB002892","2","0"
"8250DB005032","8250DB002823","2","348"
"8250DB005032","8250DB002893","2","348"
"8250DB005047","8250DB005046","2","0"
"8250DB005046","8250DB005047","2","0"
"8250DB005051","8250DB002977","2","0"
"8250DB003245","8250DB003246","2","0"
"8250DB007057","8250DB000447","2","60"
"8250DB007176","8250DB007375","2","60"
"8250DB002833","8250DB005143","2","120"
"8250DB002833","8250DB002836","2","0"
"8250DB002833","8250DB004349","2","120"
"8250DB002836","8250DB005143","2","120"
"8250DB002836","8250DB002833","2","0"
"8250DB002836","8250DB004349","2","120"
"8250DB002053","8250DB002025","2","0"
"8250DB003084","8250DB006334","2","0"
"8250DB003084","8250DB003083","2","60"
"8250DB006334","8250DB003084","2","0"
"8250DB006334","8250DB003083","2","60"
"8240DB007041","8240DB007040","2","0"
"8250DB003535","8250DB007323","2","0"
"8250DB003535","8250DB003561","2","120"
"8250DB007323","8250DB003535","2","0"
"8250DB007323","8250DB003561","2","120"
"8250DB007325","8250DB007326","2","0"
"8250DB007326","8250DB007325","2","0"
"8250DB006201","8250DB006198","2","0"
"8250DB006198","8250DB006201","2","0"
"8250DB006103","8250DB006082","2","0"
"8250DB006082","8250DB006103","2","0"
"8250DB006196","8250DB006197","2","0"
"8250DB006197","8250DB006196","2","0"
"8250DB004569","8250DB004566","2","60"
"8250DB004571","8250DB004637","2","120"
"8250DB004571","8250DB004727","2","240"
"8250DB004707","8250DB004582","2","0"
"8250DB004707","8250DB004708","2","414"
"8250DB004707","8250DB004334","2","414"
"8250DB004707","8250DB004336","2","702"
"8250DB004582","8250DB004707","2","0"
"8250DB004582","8250DB004708","2","414"
"8250DB004582","8250DB004334","2","414"
"8250DB004582","8250DB004336","2","702"
"8250DB004568","8250DB004567","2","0"
"8250DB004567","8250DB004568","2","0"
"8250DB004566","8250DB004569","2","60"
"8250DB000475","8250DB000425","2","0"
"8250DB000475","8250DB000473","2","480"
"8250DB004705","8250DB000426","2","0"
"8250DB004708","8250DB004707","2","414"
"8250DB004708","8250DB004582","2","414"
"8250DB004708","8250DB004334","2","0"
"8250DB004334","8250DB004707","2","414"
"8250DB004334","8250DB004582","2","414"
"8250DB004334","8250DB004708","2","0"
"8250DB004637","8250DB004571","2","120"
"8250DB004477","8250DB003563","2","0"
"8250DB003563","8250DB004477","2","0"
"8250DB004462","8250DB003209","2","0"
"8250DB000443","8250DB000459","2","462"
"8250DB000443","8250DB002076","2","462"
"8250DB000443","8250DB000454","2","0"
"8250DB004475","8250DB000442","2","0"
"8250DB003019","8250DB003026","2","0"
"8250DB002859","8250DB002846","2","0"
"8250DB002859","8250DB002861","2","540"
"8250DB004953","8250DB004952","2","0"
"8250DB004953","8250DB000765","2","0"
"8250DB004953","8250DB000767","2","0"
"8250DB004952","8250DB004953","2","0"
"8250DB004952","8250DB000765","2","0"
"8250DB004952","8250DB000767","2","0"
"8250DB004848","8250DB004350","2","450"
"8250DB004848","8250DB003184","2","450"
"8250DB004988","8250DB004987","2","0"
"8250DB004987","8250DB004988","2","0"
"8250DB003232","8250DB004981","2","0"
"8250DB004981","8250DB003232","2","0"
"8250DB004982","8250DB003222","2","0"
"8250DB003222","8250DB004982","2","0"
"8250DB004983","8250DB002039","2","120"
"8250DB004983","8250DB002040","2","120"
"8250DB004983","8250DB002037","2","120"
"8250DB004731","8250DB004732","2","0"
"8250DB004732","8250DB004731","2","0"
"8250DB004771","8250DB003306","2","0"
"8250DB004771","8250DB003307","2","312"
"8250DB004772","8250DB003312","2","0"
"8250DB004772","8250DB003307","2","540"
"8250DB003306","8250DB004771","2","0"
"8250DB003306","8250DB003307","2","312"
"8250DB003312","8250DB004772","2","0"
"8250DB003312","8250DB003307","2","540"
"8250DB001055","8250DB001035","2","0"
"8250DB001055","8250DB004710","2","120"
"8250DB001055","8250DB001054","2","180"
"8250DB001055","8250DB001036","2","120"
